latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
37.8646,22.7786,340.1,1.6,1.3,2021-07-23,1202,Aqua,MODIS,88,6.03,307.2,61.6,D,0
37.8575,22.7637,300.2,3.4,1.7,2021-07-23,1946,Terra,MODIS,8,6.03,290.1,21.6,N,0
38.0685,23.633,327.5,1.9,1.3,2021-07-24,1107,Aqua,MODIS,78,6.03,308.1,29.9,D,2
37.6579,22.9272,334.8,4.4,1.9,2021-07-25,0830,Terra,MODIS,86,6.03,298.7,242.7,D,0
37.6589,22.9355,338.8,4.4,1.9,2021-07-25,0830,Terra,MODIS,89,6.03,298.4,294.5,D,0
37.6571,22.9372,331.9,3.8,1.8,2021-07-25,1008,Terra,MODIS,84,6.03,300,157.2,D,0
37.6411,22.9327,336.8,3.8,1.8,2021-07-25,1008,Terra,MODIS,88,6.03,299.3,205.7,D,0
37.6634,22.9477,317.9,3.8,1.8,2021-07-25,1008,Terra,MODIS,52,6.03,298.6,58.6,D,0
37.6575,22.9038,318.1,3.8,1.8,2021-07-25,1008,Terra,MODIS,56,6.03,299.6,50.7,D,0
37.6484,22.9394,345.6,3.8,1.8,2021-07-25,1008,Terra,MODIS,93,6.03,299.6,310.6,D,0
37.6378,22.923,337.6,1.2,1.1,2021-07-25,1150,Aqua,MODIS,85,6.03,310.2,30.6,D,0
37.6392,22.9352,370.5,1.2,1.1,2021-07-25,1150,Aqua,MODIS,100,6.03,309.7,128.8,D,0
37.6487,22.9327,371.2,1.2,1.1,2021-07-25,1150,Aqua,MODIS,100,6.03,315.6,132,D,0
37.6473,22.9207,370.1,1.2,1.1,2021-07-25,1150,Aqua,MODIS,100,6.03,316.4,125.6,D,0
37.6583,22.9313,344.9,1.2,1.1,2021-07-25,1150,Aqua,MODIS,91,6.03,313.1,47.1,D,0
37.6568,22.9186,345.1,1.2,1.1,2021-07-25,1150,Aqua,MODIS,91,6.03,312.7,46.3,D,0
38.1282,23.875,327.8,2.7,1.6,2021-07-27,0955,Terra,MODIS,77,6.03,303.3,74.6,D,2
38.1212,23.9049,325.9,2.7,1.6,2021-07-27,0955,Terra,MODIS,75,6.03,303,62.8,D,0
38.1146,23.8696,333,2.7,1.6,2021-07-27,0955,Terra,MODIS,83,6.03,301.9,103.9,D,2
38.1078,23.8987,328.6,2.7,1.6,2021-07-27,0955,Terra,MODIS,78,6.03,302.1,80,D,0
38.1245,23.867,338.6,2.7,1.6,2021-07-27,0955,Terra,MODIS,87,6.03,303.3,139.4,D,2
38.1178,23.8965,341.1,2.7,1.6,2021-07-27,0955,Terra,MODIS,89,6.03,304,157,D,0
38.1138,23.8738,344.6,1,1,2021-07-27,1137,Aqua,MODIS,90,6.03,311.3,38.5,D,2
38.1048,23.8757,332.8,1,1,2021-07-27,1137,Aqua,MODIS,77,6.03,307.6,20.1,D,2
38.1153,23.8852,373.8,1,1,2021-07-27,1137,Aqua,MODIS,100,6.03,313.9,117.9,D,0
38.1208,23.8149,382.9,1.1,1,2021-08-03,1144,Aqua,MODIS,100,6.03,316.3,164.1,D,0
38.1379,23.7984,339.4,1.1,1,2021-08-03,1144,Aqua,MODIS,64,6.03,316.7,23.8,D,0
38.1286,23.8005,471.1,1.1,1,2021-08-03,1144,Aqua,MODIS,100,6.03,400.1,1157.6,D,0
38.1301,23.8129,444.1,1.1,1,2021-08-03,1144,Aqua,MODIS,100,6.03,328.1,711.6,D,0
38.1192,23.8025,410.3,1.1,1,2021-08-03,1144,Aqua,MODIS,100,6.03,329.7,341.9,D,2
38.1163,23.8145,309.6,2.9,1.6,2021-08-03,2105,Terra,MODIS,70,6.03,295.4,26.9,N,0
38.1309,23.8123,321.2,2.9,1.6,2021-08-03,2105,Terra,MODIS,100,6.03,296.5,72.5,N,0
38.117,23.8078,307.7,2.9,1.6,2021-08-03,2105,Terra,MODIS,55,6.03,295.4,21.3,N,0
38.1317,23.8056,321.1,2.9,1.6,2021-08-03,2105,Terra,MODIS,100,6.03,296.8,73.9,N,0
38.1463,23.8026,311.8,2.9,1.6,2021-08-03,2105,Terra,MODIS,80,6.03,296.3,37.7,N,0
38.1389,23.8084,321.9,3.1,1.7,2021-08-03,2344,Aqua,MODIS,100,6.03,295.8,90.7,N,0
38.137,23.8432,312.2,3.1,1.7,2021-08-03,2344,Aqua,MODIS,83,6.03,294.9,46.6,N,2
38.1393,23.8354,318.7,3.1,1.7,2021-08-03,2344,Aqua,MODIS,97,6.03,295.8,74.1,N,2
38.1413,23.8007,316.1,3.1,1.7,2021-08-03,2344,Aqua,MODIS,92,6.03,295.6,62.9,N,0
38.1544,23.7901,345,1,1,2021-08-05,1131,Aqua,MODIS,89,6.03,312,36.6,D,0
38.3139,23.6211,336.2,1,1,2021-08-05,1131,Aqua,MODIS,75,6.03,318.6,12.3,D,2
38.1366,23.7944,349,1,1,2021-08-05,1131,Aqua,MODIS,91,6.03,319.2,37.2,D,0
38.1383,23.8057,358.2,1,1,2021-08-05,1131,Aqua,MODIS,98,6.03,315.8,61.1,D,0
38.1472,23.8036,458.1,1,1,2021-08-05,1131,Aqua,MODIS,100,6.03,400.1,811,D,0
38.1489,23.8149,380.8,1,1,2021-08-05,1131,Aqua,MODIS,100,6.03,300.8,142.4,D,0
38.1455,23.7922,407.1,1,1,2021-08-05,1131,Aqua,MODIS,100,6.03,330.9,281.5,D,0
38.1578,23.8128,375,1,1,2021-08-05,1131,Aqua,MODIS,100,6.03,305,122.3,D,0
38.1561,23.8015,416.2,1,1,2021-08-05,1131,Aqua,MODIS,100,6.03,318.9,353.1,D,0
38.1833,23.8445,321.8,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,299.8,37.5,N,0
38.1266,23.8153,324,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,297.1,46.7,N,0
38.1385,23.813,315.4,1.9,1.3,2021-08-05,2053,Terra,MODIS,89,6.03,297.6,25.1,N,0
38.1333,23.8292,319,1.9,1.3,2021-08-05,2053,Terra,MODIS,98,6.03,298.3,33,N,0
38.1316,23.808,317.2,1.9,1.3,2021-08-05,2053,Terra,MODIS,94,6.03,295.7,29.2,N,0
38.1453,23.8268,322.5,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,298.6,41.1,N,0
38.1436,23.8054,330.9,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,299.1,66.4,N,0
38.1591,23.8467,358.7,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,302,199.3,N,0
38.1573,23.8243,343.2,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,300.8,113.9,N,0
38.1555,23.803,308,1.9,1.3,2021-08-05,2053,Terra,MODIS,59,6.03,297.4,12.2,N,0
38.1712,23.8453,322.1,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,299.7,39.4,N,0
38.1692,23.8219,318.7,1.9,1.3,2021-08-05,2053,Terra,MODIS,97,6.03,299.4,29.2,N,0
38.1675,23.8005,317.5,1.9,1.3,2021-08-05,2053,Terra,MODIS,95,6.03,299.6,27.7,N,0
38.1656,23.7781,315.2,1.9,1.3,2021-08-05,2053,Terra,MODIS,89,6.03,299.2,23.5,N,0
38.1813,23.8208,336.7,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,304.2,83.1,N,0
38.1794,23.7978,374.9,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,307.8,322.7,N,0
38.1774,23.775,348.7,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,301.2,138.3,N,0
38.1954,23.8427,350.6,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,302.5,150.6,N,0
38.1934,23.8199,356.5,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,306.4,182.8,N,0
38.1915,23.7972,337.4,1.9,1.3,2021-08-05,2053,Terra,MODIS,100,6.03,300.6,87.5,N,0
38.2027,23.7905,331.6,4.8,2,2021-08-05,2332,Aqua,MODIS,100,6.03,295.9,268,N,0
38.2013,23.8395,351.1,4.8,2,2021-08-05,2332,Aqua,MODIS,100,6.03,297.7,599,N,0
38.1846,23.7905,355.2,4.8,2,2021-08-05,2332,Aqua,MODIS,100,6.03,298.1,694.6,N,0
38.1832,23.8387,326.6,4.8,2,2021-08-05,2332,Aqua,MODIS,100,6.03,295.9,213.5,N,0
38.1665,23.7896,306.4,4.8,2,2021-08-05,2332,Aqua,MODIS,17,6.03,294,45.7,N,0
38.1652,23.8397,335.5,4.8,2,2021-08-05,2332,Aqua,MODIS,100,6.03,295.4,326.4,N,0
38.1638,23.8896,330.3,4.7,2,2021-08-05,2332,Aqua,MODIS,100,6.03,294.6,256.3,N,0
38.2063,23.7833,316.3,4.8,2,2021-08-05,2332,Aqua,MODIS,93,6.03,295,119.3,N,0
38.2045,23.8328,352.6,4.8,2,2021-08-05,2332,Aqua,MODIS,100,6.03,297.4,637.4,N,0
38.2027,23.8842,304.7,4.7,2,2021-08-05,2332,Aqua,MODIS,31,6.03,294,43.6,N,0
38.1882,23.783,348.9,4.8,2,2021-08-05,2332,Aqua,MODIS,100,6.03,297.1,559.3,N,0
38.1865,23.8312,336.8,4.8,2,2021-08-05,2332,Aqua,MODIS,100,6.03,297.3,343.9,N,0
38.17,23.7834,315.6,4.8,2,2021-08-05,2332,Aqua,MODIS,91,6.03,294.4,111.3,N,0
38.1685,23.8324,330.1,4.8,2,2021-08-05,2332,Aqua,MODIS,100,6.03,295.1,255.1,N,0
38.1668,23.8817,335.6,4.7,2,2021-08-05,2332,Aqua,MODIS,100,6.03,295.6,327.3,N,0
38.1505,23.8303,316.7,4.8,2,2021-08-05,2332,Aqua,MODIS,93,6.03,294.1,124.9,N,0
38.1508,23.8258,315.9,4.8,2,2021-08-05,2332,Aqua,MODIS,92,6.03,294.1,113.4,N,0
38.2153,23.8011,333.3,3.4,1.7,2021-08-06,0110,Aqua,MODIS,100,6.03,290.7,174.5,N,0
38.215,23.853,310.3,3.4,1.7,2021-08-06,0110,Aqua,MODIS,79,6.03,295.8,42.2,N,0
38.2102,23.8066,371.4,3.4,1.7,2021-08-06,0110,Aqua,MODIS,100,6.03,292.2,686.3,N,0
38.2,23.8476,387,3.4,1.7,2021-08-06,0110,Aqua,MODIS,100,6.03,300.8,1058.4,N,0
38.1905,23.8854,308.3,3.4,1.7,2021-08-06,0110,Aqua,MODIS,54,6.03,295.1,33.4,N,0
38.1952,23.8015,337.5,3.4,1.7,2021-08-06,0110,Aqua,MODIS,100,6.03,291.2,210.9,N,0
38.1851,23.8418,335.2,3.4,1.7,2021-08-06,0110,Aqua,MODIS,100,6.03,294.5,188.6,N,0
38.1809,23.7933,319,3.4,1.7,2021-08-06,0110,Aqua,MODIS,81,6.03,295,82.7,N,0
38.1709,23.8329,315.7,3.4,1.7,2021-08-06,0110,Aqua,MODIS,87,6.03,292.9,61.5,N,0
38.1609,23.8728,317.8,3.4,1.7,2021-08-06,0110,Aqua,MODIS,91,6.03,295.8,72.1,N,0
38.156,23.8273,313.6,3.4,1.7,2021-08-06,0110,Aqua,MODIS,62,6.03,294.8,55.1,N,0
38.2056,23.8413,371.2,3.4,1.7,2021-08-06,0110,Aqua,MODIS,100,6.03,299,681.2,N,0
38.1961,23.8803,313.3,3.4,1.7,2021-08-06,0110,Aqua,MODIS,37,6.03,295.7,50.3,N,0
38.2005,23.7952,344.1,3.4,1.7,2021-08-06,0110,Aqua,MODIS,100,6.03,289.8,279.2,N,0
38.1905,23.8361,363,3.4,1.7,2021-08-06,0110,Aqua,MODIS,100,6.03,296.1,533.9,N,0
38.1859,23.788,317.7,3.4,1.7,2021-08-06,0110,Aqua,MODIS,81,6.03,294.6,79.3,N,0
38.1763,23.8273,315.7,3.4,1.7,2021-08-06,0110,Aqua,MODIS,80,6.03,293.2,64,N,0
38.1663,23.8678,326,3.4,1.7,2021-08-06,0110,Aqua,MODIS,100,6.03,295.6,122.7,N,0
38.1615,23.8211,311.2,3.4,1.7,2021-08-06,0110,Aqua,MODIS,40,6.03,294.3,46.7,N,0
38.1518,23.8602,316.8,3.4,1.7,2021-08-06,0110,Aqua,MODIS,94,6.03,295.5,69.7,N,2
38.1462,23.8166,307.9,3.4,1.7,2021-08-06,0110,Aqua,MODIS,40,6.03,293.5,37.4,N,0
38.1453,23.8709,347.8,3,1.7,2021-08-06,1214,Aqua,MODIS,86,6.03,306.6,211.5,D,2
38.2141,23.7856,328.9,3,1.6,2021-08-06,1214,Aqua,MODIS,77,6.03,305,80.3,D,0
38.1259,23.8122,335.4,3,1.6,2021-08-06,1214,Aqua,MODIS,82,6.03,312.8,107.3,D,0
38.1448,23.8787,343.2,3,1.7,2021-08-06,1214,Aqua,MODIS,90,6.03,306.1,174.4,D,0
38.1428,23.844,339.8,3,1.7,2021-08-06,1214,Aqua,MODIS,88,6.03,308.8,135.6,D,2
38.1621,23.915,335,3,1.7,2021-08-06,1214,Aqua,MODIS,73,6.03,302.5,121.1,D,0
38.1598,23.8786,420.1,3,1.7,2021-08-06,1214,Aqua,MODIS,87,6.03,311.6,1911.3,D,0
38.1576,23.8419,343.4,3,1.7,2021-08-06,1214,Aqua,MODIS,83,6.03,310.2,153.3,D,0
38.1472,23.9064,327.1,3,1.7,2021-08-06,1214,Aqua,MODIS,58,6.03,302.9,65.7,D,0
38.1434,23.8359,344.5,3,1.7,2021-08-06,1214,Aqua,MODIS,84,6.03,310.2,167.7,D,2
38.1623,23.9066,368.7,3,1.7,2021-08-06,1214,Aqua,MODIS,87,6.03,303.2,508,D,0
38.1603,23.8704,410.1,3,1.7,2021-08-06,1214,Aqua,MODIS,87,6.03,311.7,1524.6,D,0
38.1901,23.8685,325.7,3,1.7,2021-08-06,1214,Aqua,MODIS,32,6.03,302.7,57.9,D,0
38.1858,23.7935,334.6,3,1.6,2021-08-06,1214,Aqua,MODIS,38,6.03,309.1,108,D,0
38.2029,23.8299,346,3,1.7,2021-08-06,1214,Aqua,MODIS,92,6.03,305.1,205.2,D,0
38.2007,23.7928,353.5,3,1.6,2021-08-06,1214,Aqua,MODIS,96,6.03,307.7,284.5,D,0
38.2176,23.8272,335,3,1.7,2021-08-06,1214,Aqua,MODIS,84,6.03,306.7,121.5,D,0
38.2155,23.7905,325.3,3,1.6,2021-08-06,1214,Aqua,MODIS,72,6.03,304.9,58.8,D,0
38.2161,23.8214,335.6,3,1.7,2021-08-06,1214,Aqua,MODIS,84,6.03,307,127.3,D,0
38.2227,23.8297,319,1.8,1.3,2021-08-06,1958,Terra,MODIS,72,6.03,297.2,33.4,N,0
38.2189,23.8107,323.3,1.8,1.3,2021-08-06,1958,Terra,MODIS,89,6.03,295.9,42.6,N,0
38.234,23.8241,315.4,1.8,1.3,2021-08-06,1958,Terra,MODIS,43,6.03,294.4,25.5,N,0
38.1515,23.8791,346.6,1.8,1.3,2021-08-06,1958,Terra,MODIS,100,6.03,293.8,129.1,N,2
38.1475,23.859,305.9,1.8,1.3,2021-08-06,1958,Terra,MODIS,51,6.03,292.8,10.4,N,2
38.2241,23.801,309.8,1.8,1.3,2021-08-06,1958,Terra,MODIS,12,6.03,294,15.9,N,0
38.1498,23.8959,311.8,1.8,1.3,2021-08-06,1958,Terra,MODIS,83,6.03,292.7,20.7,N,0
38.1457,23.8759,338,1.8,1.3,2021-08-06,1958,Terra,MODIS,100,6.03,293.4,92.3,N,2
38.1612,23.8913,312,1.8,1.3,2021-08-06,1958,Terra,MODIS,84,6.03,293.2,21.9,N,0
38.1572,23.8716,308.2,1.8,1.3,2021-08-06,1958,Terra,MODIS,74,6.03,293.3,15,N,0
38.1404,23.7907,307.7,1.9,1.3,2021-08-06,1958,Terra,MODIS,72,6.03,293.8,14.1,N,0
38.1686,23.8672,304.7,1.8,1.3,2021-08-06,1958,Terra,MODIS,18,6.03,293.2,9.1,N,0
38.1522,23.7876,317.1,1.9,1.3,2021-08-06,1958,Terra,MODIS,94,6.03,296.1,30.5,N,0
38.1481,23.7681,331.6,1.9,1.3,2021-08-06,1958,Terra,MODIS,100,6.03,297.3,70.3,N,0
38.2281,23.8202,328.3,1.8,1.3,2021-08-06,1958,Terra,MODIS,100,6.03,296.9,59.4,N,0
38.144,23.7481,310.8,1.9,1.3,2021-08-06,1958,Terra,MODIS,52,6.03,293.1,18.8,N,2
38.0585,23.6673,303.7,1.9,1.3,2021-08-06,1958,Terra,MODIS,40,6.03,291.6,9.3,N,2
38.164,23.7849,313.4,1.9,1.3,2021-08-06,1958,Terra,MODIS,42,6.03,295.8,22.4,N,0
38.1602,23.7666,394.9,1.9,1.3,2021-08-06,1958,Terra,MODIS,100,6.03,303.9,550.5,N,0
38.1564,23.748,387,1.9,1.3,2021-08-06,1958,Terra,MODIS,100,6.03,298.9,452.6,N,0
38.176,23.7826,313.6,1.9,1.3,2021-08-06,1958,Terra,MODIS,77,6.03,294.1,23.9,N,0
38.1722,23.7642,315.4,1.9,1.3,2021-08-06,1958,Terra,MODIS,91,6.03,292.9,29.2,N,0
38.2031,23.7939,320,1.9,1.3,2021-08-06,1958,Terra,MODIS,99,6.03,293.7,37.9,N,0
38.1433,23.8054,317.5,1.1,1.1,2021-08-07,0015,Aqua,MODIS,74,6.03,296.7,14.6,N,0
38.2329,23.8284,307.3,1.1,1.1,2021-08-07,0015,Aqua,MODIS,71,6.03,293,6.9,N,0
38.225,23.8143,338.7,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,295.1,45.8,N,0
38.2234,23.8271,313.3,1.1,1.1,2021-08-07,0015,Aqua,MODIS,61,6.03,294.1,10.8,N,0
38.2154,23.8134,310.5,1.1,1.1,2021-08-07,0015,Aqua,MODIS,27,6.03,293.3,8.2,N,0
38.2076,23.7986,305.3,1.1,1.1,2021-08-07,0015,Aqua,MODIS,44,6.03,293,5.3,N,0
38.2061,23.8111,306.4,1.1,1.1,2021-08-07,0015,Aqua,MODIS,65,6.03,293.5,6,N,0
38.1904,23.7824,312.1,1.1,1.1,2021-08-07,0015,Aqua,MODIS,61,6.03,294,10.8,N,0
38.1824,23.7685,334.5,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,293.6,39.5,N,0
38.1809,23.781,368.2,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,300.4,128.4,N,0
38.173,23.767,315.2,1.1,1.1,2021-08-07,0015,Aqua,MODIS,50,6.03,292.7,13,N,0
38.1715,23.779,325.5,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,295.7,24.3,N,0
38.1636,23.7651,327,1.1,1.1,2021-08-07,0015,Aqua,MODIS,84,6.03,296.5,26.6,N,0
38.1498,23.8768,309.9,1.1,1.1,2021-08-07,0015,Aqua,MODIS,79,6.03,294.1,8.4,N,2
38.1588,23.7586,333.6,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,299.3,37.1,N,0
38.1573,23.7703,324.5,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,299,23.9,N,0
38.1543,23.7948,311.7,1.1,1.1,2021-08-07,0015,Aqua,MODIS,44,6.03,295.5,9.7,N,0
38.151,23.7438,308.9,1.1,1.1,2021-08-07,0015,Aqua,MODIS,76,6.03,293.7,8.8,N,2
38.1495,23.756,399.1,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,310.2,292,N,2
38.148,23.768,377.6,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,312.4,167.3,N,0
38.1465,23.7802,395.3,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,306.2,264.6,N,0
38.1449,23.7928,343,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,300.9,53.7,N,0
38.1402,23.7532,313,1.1,1.1,2021-08-07,0015,Aqua,MODIS,14,6.03,296.1,9.8,N,2
38.1387,23.7656,386.8,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,308.7,212.4,N,2
38.1371,23.7781,412.1,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,319.8,389.8,N,2
38.1355,23.7907,374,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,307.6,149,N,0
38.1324,23.816,305.2,1.1,1.1,2021-08-07,0015,Aqua,MODIS,41,6.03,294.7,4.4,N,0
38.1293,23.7636,321.4,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,297.1,18.3,N,2
38.1277,23.7761,384.6,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,306.7,201.1,N,2
38.1261,23.7887,345.2,1.1,1.1,2021-08-07,0015,Aqua,MODIS,100,6.03,301.9,58.1,N,2
38.162,23.7631,345.1,1.4,1.2,2021-08-07,0937,Terra,MODIS,72,6.03,307,65.1,D,0
38.1575,23.7555,342.2,1.4,1.2,2021-08-07,0937,Terra,MODIS,75,6.03,308,55.5,D,0
38.3147,23.6234,325.5,1.4,1.2,2021-08-07,0937,Terra,MODIS,71,6.03,307.8,13.7,D,2
38.1618,23.7755,355.8,1.2,1.1,2021-08-07,1119,Aqua,MODIS,97,6.03,313,77.7,D,0
38.1595,23.763,377.3,1.2,1.1,2021-08-07,1119,Aqua,MODIS,100,6.03,311.3,174.8,D,0
38.1472,23.7509,334.9,1.2,1.1,2021-08-07,1119,Aqua,MODIS,80,6.03,311.6,31.5,D,2
38.1712,23.7686,366,1.2,1.1,2021-08-07,1119,Aqua,MODIS,100,6.03,312.6,123.7,D,0
38.1566,23.7444,349.2,1.2,1.1,2021-08-07,1119,Aqua,MODIS,94,6.03,310.5,68.9,D,0
38.1591,23.758,358.5,1.2,1.1,2021-08-07,1119,Aqua,MODIS,99,6.03,310.8,93.9,D,0
38.1613,23.7706,366.4,1.2,1.1,2021-08-07,1119,Aqua,MODIS,100,6.03,312.8,120.3,D,0
38.1548,23.7361,325,1.2,1.1,2021-08-07,1119,Aqua,MODIS,52,6.03,304.9,16.8,D,0
38.1572,23.7498,371.1,1.2,1.1,2021-08-07,1119,Aqua,MODIS,100,6.03,311.4,148.7,D,0
38.2688,24.218,332.1,1.1,1,2021-08-12,0033,Aqua,MODIS,100,6.03,289.8,36.6,N,0
38.2667,24.2307,319.5,1.1,1,2021-08-12,0033,Aqua,MODIS,99,6.03,291.1,19.9,N,0
38.251,24.2085,361.9,1.1,1,2021-08-14,1125,Aqua,MODIS,100,6.03,307.7,88,D,0
38.262,24.2182,429.5,1.1,1,2021-08-14,1125,Aqua,MODIS,100,6.03,321.5,506.9,D,0
38.2601,24.2065,377.5,1.1,1,2021-08-14,1125,Aqua,MODIS,100,6.03,311.8,144.1,D,0
38.2529,24.2202,397.6,1.1,1,2021-08-14,1125,Aqua,MODIS,100,6.03,312.5,246.7,D,0
38.3153,23.6213,333,1.2,1.1,2021-08-16,0930,Terra,MODIS,83,6.03,309.8,21.6,D,2
37.7379,24.0224,403.1,1.3,1.1,2021-08-16,0931,Terra,MODIS,100,6.03,318.3,357.7,D,0
37.7405,24.008,449.3,1.2,1.1,2021-08-16,0931,Terra,MODIS,100,6.03,334.3,952.9,D,0
37.7477,24.0251,361.1,1.3,1.1,2021-08-16,0931,Terra,MODIS,100,6.03,316.4,103.3,D,0
37.7503,24.0106,354.7,1.2,1.1,2021-08-16,0931,Terra,MODIS,97,6.03,313.4,79.6,D,0
37.7575,24.0277,326,1.3,1.1,2021-08-16,0931,Terra,MODIS,64,6.03,310.2,14.6,D,0
37.7307,24.0054,430,1.2,1.1,2021-08-16,0931,Terra,MODIS,100,6.03,313.3,653.6,D,0
37.7282,24.0194,372.9,1.3,1.1,2021-08-16,0931,Terra,MODIS,100,6.03,309.6,156.6,D,2
37.7376,24.0149,377.2,1.5,1.2,2021-08-16,1113,Aqua,MODIS,100,6.03,320.1,224.8,D,0
37.7404,24.0302,338.3,1.5,1.2,2021-08-16,1113,Aqua,MODIS,82,6.03,313.9,47.6,D,0
37.7208,23.9851,351,1.5,1.2,2021-08-16,1113,Aqua,MODIS,95,6.03,315,88.6,D,0
37.7239,24.0017,409.1,1.5,1.2,2021-08-16,1113,Aqua,MODIS,100,6.03,324.5,526,D,0
37.727,24.018,355.8,1.5,1.2,2021-08-16,1113,Aqua,MODIS,97,6.03,312.7,108.1,D,2
37.7481,24.0122,335.2,1.5,1.2,2021-08-16,1113,Aqua,MODIS,84,6.03,312.9,38.7,D,0
37.751,24.0276,334.9,1.5,1.2,2021-08-16,1113,Aqua,MODIS,84,6.03,312.4,38.8,D,0
38.1425,23.3217,348.7,1.6,1.2,2021-08-16,1113,Aqua,MODIS,94,6.03,305.7,98.8,D,0
38.1392,23.3049,391.4,1.6,1.2,2021-08-16,1113,Aqua,MODIS,100,6.03,313.8,386.3,D,0
38.1531,23.317,371.1,1.6,1.2,2021-08-16,1113,Aqua,MODIS,100,6.03,311.7,216.5,D,0
38.1497,23.2996,379.4,1.6,1.2,2021-08-16,1113,Aqua,MODIS,100,6.03,316.1,278,D,0
38.164,23.3139,317.7,1.6,1.2,2021-08-16,1113,Aqua,MODIS,44,6.03,306.7,13.7,D,0
37.7313,23.9817,325.8,1.5,1.2,2021-08-16,1113,Aqua,MODIS,58,6.03,312.9,15.7,D,0
37.7345,23.9986,373.2,1.5,1.2,2021-08-16,1113,Aqua,MODIS,100,6.03,318.8,198.8,D,0
38.1617,23.3174,304.1,1.1,1,2021-08-16,2035,Terra,MODIS,48,6.03,293.6,4.1,N,0
38.1049,23.2981,339.2,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,298.2,43.9,N,0
38.1034,23.2864,340.5,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,301.1,46.3,N,0
38.102,23.2751,310.9,1.1,1,2021-08-16,2035,Terra,MODIS,81,6.03,294.7,9.2,N,0
38.1125,23.2843,314.9,1.1,1,2021-08-16,2035,Terra,MODIS,80,6.03,297,12.4,N,0
38.1111,23.273,329.6,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,297.5,28.5,N,0
38.1263,23.3189,370,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,300,123.5,N,0
38.1248,23.3067,354.9,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,297.6,76.1,N,0
38.1216,23.2824,325,1.1,1,2021-08-16,2035,Terra,MODIS,88,6.03,295.6,22,N,0
38.1201,23.2708,316.6,1.1,1,2021-08-16,2035,Terra,MODIS,58,6.03,293.6,13.3,N,0
38.1357,23.3347,353,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,298.5,71.3,N,0
38.1343,23.3228,380.3,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,303.9,164,N,0
38.1327,23.3106,385.5,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,302.1,189.1,N,0
38.1297,23.2865,323,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,294.1,20.9,N,0
38.1282,23.2746,308,1.1,1,2021-08-16,2035,Terra,MODIS,73,6.03,291.8,7.3,N,0
38.1449,23.333,500,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,367.9,1740.2,N,0
38.1434,23.3209,500,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,337.4,1739.3,N,0
38.1404,23.297,316.3,1.1,1,2021-08-16,2035,Terra,MODIS,75,6.03,294.5,13.3,N,0
38.1389,23.2852,308.2,1.1,1,2021-08-16,2035,Terra,MODIS,46,6.03,293.1,7.2,N,0
38.1556,23.3434,353.1,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,296.6,71.6,N,2
38.1541,23.3313,436.8,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,318.3,598.3,N,0
38.1526,23.3194,348.2,1.1,1,2021-08-16,2035,Terra,MODIS,100,6.03,297.9,60.1,N,0
